Offsets,-32,-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
127,0.12583521478367646,0.062347951192142,0.12241377153926637,0.11959537427526656,0.1160614325214691,0.11146902365699868,0.10692317140869448,0.10270293721944078,0.09871375863297949,0.09526266648451351,0.09173267367528222,0.08745414595887464,0.08259893695160266,0.07753644213033933,0.0704585319058069,0.0639492144958737,0.05744208643306065,0.052453824508989236,0.047106990858913816,0.042884863101810146,0.03963797381487605,0.03632637433153341,0.032086068466892874,0.02880702268133216,0.02505850293610556,0.021826282139113626,0.017413091201261957,0.013892466017710148,0.010070065290322533,0.00752068168376452,0.004799560537561633,0.0028443777489336563,0.0013739084919139107,0.0005172583970814736,0.00020541540861693656,5.278490933399138e-05,7.708674575131609e-06,0.00016886253528648813,1.2999598854619668e-05,0.0004607523316202697,0.0002067136920961843,0.0007478117497150855,0.0023050659952697033,0.006039234760051881,0.012950352535727835,0.023548532218747125,0.03648747060290764,0.04847951780134457,0.06464547821969698,0.07529296875,0.08632476605968639,0.09596854498594189,0.1025214632559071,0.1100821731885616,0.11459091036257833,0.11917881459497207,0.12129641968727789,0.12340134787422159,0.1244814539411621,0.12499814713456915,0.12548860977905116,0.12523965544906215,0.12555754420128076,0.12555562863093248,0.1263651453528346
126,0.12591869975124767,0.12360130218893126,0.1220740832904893,0.11854750518422416,0.11482511991366978,0.11043667642761337,0.10580959801549504,0.10161164076324888,0.09724673087099966,0.09424231326177092,0.0906409487811985,0.08610409849468684,0.08038375961499887,0.07366960468091971,0.06712367647195261,0.05996411249126548,0.054532120751403915,0.0491120151845121,0.04440607742692048,0.040084727810465515,0.036096874307609036,0.03258167175223632,0.02921777323130637,0.025887462489057156,0.021963126198467374,0.017883810136394118,0.01394964707633442,0.011370371651396668,0.007828269720846055,0.005506840976032011,0.003387265603020452,0.0017099643741327391,0.0007370822842755779,0.0002684643478317884,7.868654951493e-05,2.2105045774085412e-05,4.250155421482796e-06,0.0001153814517051957,9.285427753299763e-06,4.218722804965858e-05,0.0013545965251601005,0.0006561379415579462,0.0020252775234607463,0.005304417486839094,0.011751834817637202,0.02109220513718382,0.034805723147518695,0.048821606512825404,0.06196952160493827,0.0744715909090909,0.08391938821504671,0.09322508876547705,0.10140467171717171,0.10937666898098697,0.11448841402057246,0.11805215298593498,0.12172900320970043,0.12334189213815062,0.12393905741276252,0.12439082018475753,0.12475502002406115,0.12527784112281726,0.1256547419648495,0.12558189405011003,0.12540746514340653
125,0.12620476922023707,0.12280365827518921,0.12058294726713945,0.11701475934530065,0.1135812608345693,0.10945323599455692,0.1055280183871059,0.10019379176754664,0.09626679740592063,0.09253816975682685,0.08817282692968918,0.08273284767097273,0.07757312327696851,0.07100160996739513,0.06383633427942956,0.057390828842659204,0.05172979877613345,0.04718095770500564,0.04297256232440219,0.038395378187127856,0.034701514751826555,0.031021217934466615,0.02768111754353048,0.023239359176416452,0.019364497330003012,0.014852602405182744,0.012107858307362525,0.009044682792597904,0.006283383767082952,0.0038227433169507464,0.002343571183337148,0.0012109464408331426,0.00045085664543814853,0.00016677680655494202,4.3276892088912415e-05,9.443522172670138e-06,3.778899007925155e-07,7.604178587777524e-05,6.277209935530632e-06,3.0398832684824903e-05,0.001034752888038119,0.0004479953459983215,0.0014986028458075838,0.004094067101548791,0.009534837840102799,0.0185175661868422,0.03084476097957708,0.04515718711412948,0.06024146223085069,0.07126840026447662,0.08234033250241235,0.09100465472804835,0.09997894698301113,0.10817498151278258,0.11372549700133273,0.11898493783406926,0.12132516407886293,0.12337161959498001,0.12387910256067175,0.12451192830077679,0.12513211389116463,0.12473067192181177,0.1249950015425225,0.12616778399233888,0.12576521572615137
124,0.12646676602912565,0.12258779227176939,0.12121381355422522,0.11648373722616051,0.11238637779752171,0.10872446665013982,0.10448735563220368,0.09986768561599217,0.09601813445551498,0.09187326844510041,0.0878068702399529,0.08203081237034726,0.0757626318485527,0.06776639069602318,0.06177303812406469,0.05544699254286795,0.049921635512208705,0.04469344977868742,0.04045459635071867,0.035956096941252104,0.033138339025880766,0.028723386307354444,0.024531070001502883,0.021192274809043735,0.01735767095772922,0.013908699775509379,0.009887079738056056,0.0071864181591897456,0.005107007150729334,0.002898737548772245,0.0017735036621652552,0.0007720111390859846,0.00028217292681451226,0.00012076131864771687,3.195067260397593e-05,6.101885785625048e-06,2.149059632972839e-07,5.082491106851301e-05,4.665764462095636e-06,2.360519650163081e-05,0.0008524786373693446,0.00047291046768902113,0.0013797493705653468,0.003848253795681697,0.00849398920815568,0.01782764676694871,0.029278446131411905,0.04420203638953639,0.0573082815648086,0.07005913895730706,0.08121703481916244,0.09129675240727532,0.09897393920355693,0.10767448738170347,0.11200879183985998,0.1177534929852806,0.11951265090503158,0.12248618043441463,0.12390910649025288,0.12396941215943753,0.12536819190724635,0.12546614485753155,0.12564834044999085,0.12697584731066122,0.12544170514011557
123,0.12649866549647573,0.12207263034484174,0.11889183588478788,0.11513055984096612,0.11087652732185291,0.1068174899469501,0.10265631392634766,0.0981501398568468,0.09399809036650186,0.09006966436893016,0.08494247078376167,0.07930386686377182,0.07215219382963892,0.06476153967955861,0.058733168392309736,0.052968375758966915,0.04757238155435629,0.04263172601495817,0.03815958436324122,0.03503258796277666,0.0308798708140476,0.02745301273104259,0.022367007909214698,0.018168230597796427,0.014738731762366317,0.011049901657598704,0.008765791280187254,0.005874132264203407,0.004052105489835465,0.0024791146794472894,0.001240153162432288,0.0005593385214007782,0.00023258087281605248,7.033478688928148e-05,1.8598097107580875e-05,3.7046248992666132e-06,1.8230917579823757e-07,4.659012270399405e-07,0.0001790564820742256,1.5036898073310064e-05,0.0005832999542229343,0.0002963588158999008,0.0011221341649500266,0.003127741855497063,0.007703898680094606,0.015686996369262823,0.0267456609465601,0.040724800151129496,0.05464164220917823,0.06827472829710628,0.07969990465442092,0.08944657363731656,0.09742953139866793,0.10410577216348109,0.11070101351351351,0.11508028536115052,0.1201295625149495,0.12201912699357303,0.12286839449089057,0.12463359500075176,0.1250648776481191,0.1250737153493549,0.1259478400735294,0.12575212653324078,0.12588818199960236
122,0.1269358696003919,0.12164425188290365,0.11814837416571569,0.11464125992331481,0.11055807105089674,0.10594930864481336,0.10178784927561227,0.0977949896616943,0.09370756715327605,0.0891090616146966,0.0846953400949086,0.07807805186155709,0.07131329002995515,0.06339240612630126,0.05633109636565284,0.050207901271449244,0.045636505566442186,0.03971905501181606,0.03615005784035815,0.03224593476554691,0.028076526032722503,0.02458969067346495,0.020943214889177678,0.016579699800439284,0.012859949050865236,0.009168317386157393,0.006582361269190008,0.004178354477658646,0.0025613703443591687,0.001459978446631571,0.0007301680399786374,0.0003112602044708934,0.00011205844205386434,2.7180132753490503e-05,9.179721028124284e-06,6.635774598020142e-08,7.310993767643245e-08,3.3760958481155104e-07,0.0001353376706805047,1.1131337262531471e-05,0.0004301136797131304,0.00024295223926146334,0.0009770542458228428,0.002844853894865339,0.006406047341115434,0.014085454551707063,0.024878143221574344,0.03929936962695732,0.052089957014955744,0.06555597791293213,0.07681803263315828,0.08877964062770938,0.09609462978603604,0.10395780456852792,0.11072495404411764,0.11469359132112174,0.11862655435661729,0.12089548099913801,0.12272122437533112,0.12383083271953876,0.12494169274283125,0.124684627393254,0.12540139716767376,0.12515933586926625,0.12613590239105846
121,0.12748006045195315,0.12105193545879062,0.11771218101156632,0.11370821089193064,0.10966587096060887,0.10503800960549904,0.10053145831200958,0.09599727149441478,0.092649566230069,0.0876699293595761,0.08177153370934824,0.0750641515995578,0.06742946837535499,0.06028568050042227,0.053957204047372025,0.04828045759808052,0.043102131969778176,0.03855545392815956,0.034297096069088664,0.03082765462426227,0.026883089501074778,0.022820223525163514,0.01839537271423208,0.014213758579405157,0.010717287855425542,0.007815246543456804,0.00520988610458927,0.003384404769249018,0.0018708993706994593,0.0010453622110322728,0.0005045014114595255,0.00020635442893110551,7.033455405508506e-05,2.0265888456549934e-05,5.722133211261158e-06,1.2270362151426717e-07,6.076972526607919e-08,2.505295953498131e-07,9.59367694594253e-05,9.596727073915656e-06,0.000360494392309453,0.00019920176241702907,0.0006873712520027467,0.0021941996643015183,0.005593981269550622,0.012598542963655602,0.023904761765804465,0.035701289136043514,0.04925843635751395,0.062460923203611074,0.07365734246870954,0.08546022158237356,0.09446350322878229,0.10293369270205066,0.10879561995325117,0.11395330398906484,0.1182157085861523,0.12092406172203031,0.1228097438557995,0.1244204917708459,0.12448986530934203,0.12527729343696328,0.12624121803521673,0.1255544524402708,0.12598856285071075
120,0.12761000804009076,0.12004334039765452,0.11675455054504724,0.11244097289871388,0.10796644776571357,0.10359435462654389,0.09906864248544003,0.09548920770144814,0.09193368547517192,0.08750765100622174,0.08008041237655006,0.07313406901561167,0.06593904981301132,0.059219461297063486,0.05218512667096377,0.04637275192348245,0.0416055849611778,0.03725568524358969,0.033120405086515564,0.028957427058295165,0.025304596693865776,0.02113876109641962,0.01648733249724521,0.013083749382912525,0.009772969341736418,0.006737812554762603,0.0046877402848907075,0.0029072013046463722,0.0016182907988097964,0.000888003547722591,0.000437027924010071,0.00016439211871519037,5.2572098878461894e-05,9.775310902571146e-06,3.2806338275825894e-07,5.704437812333105e-08,1.066380619611658e-07,1.7858382865548943e-07,7.640081620865759e-05,6.347991531242848e-06,3.461592565041581e-05,0.0012939173723964293,0.0006418326085297932,0.0019394455252918288,0.005194981689173724,0.010972593547073573,0.02156028919442456,0.03370587146148782,0.04746821690153903,0.06094419563147244,0.07272616299715909,0.08134607364156339,0.09191960278276481,0.10136451940209859,0.10778782918020262,0.11332275345802098,0.11780770074548919,0.11956858151753712,0.12210704554934965,0.12412124248793407,0.12440345679509993,0.12494436626400113,0.1251411543616268,0.12546778441912487,0.1265156723535932
119,0.12813972730481923,0.1204168428981485,0.11617629869741093,0.11240585352752072,0.10747522635065487,0.10343872296743534,0.09826840363968338,0.0947016153757977,0.09030560601138736,0.08518825947787015,0.07882121133962579,0.07145210849252064,0.06406015790599447,0.05691511550032373,0.049823794665910956,0.045187342274155426,0.040136654638771856,0.03557518797120792,0.031221376439399876,0.027118978873975012,0.023652318830515585,0.019024390318804187,0.014075053673900405,0.010390261323979338,0.007714035116835828,0.005354613279908875,0.003211071351722839,0.0019399228353944936,0.0011130741206988632,0.0005725709544518197,0.00027156290531776914,7.879854276340887e-05,2.13387884336614e-05,6.437399862668803e-06,2.2375366276131075e-07,4.097881857022965e-08,2.584459580281529e-08,1.369065074959945e-07,5.6923770009584574e-05,4.857852674143587e-06,2.7254639696345466e-05,0.001004472800793469,0.000589975776302739,0.0016405832761120012,0.004638981078812848,0.010030998364060266,0.019531995097852212,0.03256533440401985,0.04595567610627412,0.05732753191132012,0.07061961206896551,0.08006132720875685,0.09006019129287599,0.09882111320208455,0.1066872660418301,0.11132685630104432,0.11683987339975482,0.11951284182907264,0.12234293454277528,0.12349440861860224,0.12416759470375593,0.12515235983508408,0.12523795192276252,0.12560928800499502,0.12651886515093902
118,0.12887770051381928,0.11898696733097677,0.11494472854530459,0.11054885290211769,0.10643993334955218,0.10268082941017054,0.09797154794351952,0.09427052532744322,0.08976560327083584,0.08393724405725858,0.07739482085062026,0.06959134054687825,0.0617457658626467,0.05522630526232973,0.04883744261781939,0.04346974828104207,0.03930230060237471,0.03484466546038045,0.03016887635709808,0.026558837532406288,0.02239747034315427,0.018108382284735252,0.01429070966712526,0.010180275394861521,0.00753664712461316,0.004925090999054656,0.0031126022775431303,0.001750853784371543,0.0009585765239948119,0.0004596780346379797,0.0002188715953307393,7.498378728923476e-05,1.8954566262302587e-05,4.6492332341496914e-06,1.196767769607843e-07,1.1874544017509728e-08,1.2573046606775006e-08,1.0128287544346532e-07,4.491301798716812e-05,4.366106851300831e-06,2.4438277256427864e-05,0.0008142118715190357,0.00042701419089036393,0.0016227016098268102,0.004118505378805219,0.010047139612237289,0.01852158548276236,0.030159765993166825,0.04326816424406321,0.056567471826317536,0.06890877355316286,0.07965030919415059,0.09006019129287599,0.09899307569605569,0.10624448866281054,0.11203330677750599,0.1160717309523255,0.1201298295757728,0.12144553350465193,0.12255083819784277,0.12393362067145734,0.12559477589973214,0.12552166821945043,0.12596357688760035,0.12760126420283902
